1621320913267230629,A,8.02,1,101820,7427602921427257270
1621320913267230629,A,8.02,2,30000,7427602921427257430
1621320913267230629,A,8.02,3,34000,7427602921427256625
1621320913267230629,A,8.02,4,100000,7427602921427263019
1621320913267230629,A,8.02,5,25000,7427602921427244018
1621320913267230629,A,8.02,6,4000,7427602921427263787
1621320913267230629,A,8.02,7,3900,7427602921427265331
1621320913267230629,A,8.01,8,20000,7427602921427196317
1621320913267230629,A,8.01,9,100000,7427602921427202956
1621320913267230629,A,8.01,10,7500,7427602921427203332
1621320913267230629,A,8.01,11,457142,7427602921427225907
1621320913267230629,A,8.01,12,42858,7427602921427225908
1621320913267230629,A,8.01,13,2000,7427602921427173228
1621320913267230629,A,8.01,14,200000,7427602921427235192
1621320913267230629,A,8.01,15,20,7427602921427236031
1621320913267230629,A,8.01,16,2990,7427602921427241010
1621320913267230629,A,8.01,17,5000,7427602921427245361
1621320913267230629,A,8.01,18,5000,7427602921427246994
1621320913267230629,A,8.01,19,200000,7427602921427255484
1621320913267230629,A,8.01,20,5250,7427602921427256531
1621320913267230629,A,8.01,21,15000,7427602921427258613
1621320913267230629,A,8.01,22,4000,7427602921427260722
1621320913267230629,A,8,23,113,7427602921427090066
1621320913267230629,A,8,24,500,7427602921427100055
1621320913267230629,A,8,25,1000,7427602921427101520
1621320913267230629,A,8,26,15000,7427602921427115395
1621320913267230629,A,8,27,3350,7427602921427117431
1621320913267230629,A,8,28,1000,7427602921427125218
1621320913267230629,A,8,29,5000,7427602921427153954
1621320913267230629,A,8,30,110000,7427602921427167815
1621320913267230629,A,8,31,1000,7427602921427172201
1621320913267230629,A,8,32,10000,7427602921427183298
1621320913267230629,A,8,33,250,7427602921427148599
1621320913267230629,A,8,34,10000,7427602921427189485
1621320913267230629,A,8,35,20000,7427602921427192318
1621320913267230629,A,8,36,300000,7427602921427199156
1621320913267230629,A,8,37,4000,7427602921427203849
1621320913267230629,A,8,38,1000,7427602921427204649
1621320913267230629,A,8,39,10000,7427602921427173956
1621320913267230629,A,8,40,85800,7427602921427213146
1621320913267230629,A,8,41,700,7427602921427229974
1621320913267230629,A,8,42,50000,7427602921427236091
1621320913267230629,A,8,43,10,7427602921427236871
1621320913267230629,A,8,44,2500,7427602921427238385
1621320913267230629,A,8,45,5000,7427602921427239800
1621320913267230629,A,8,46,10000,7427602921427254249
1621320913267230629,A,8,47,20,7427602921427256958
1621320913267230629,A,8,48,10000,7427602921427257579
1621320913267230629,A,8,49,100000,7427602921427260759
1621320913267230629,A,8,50,2500,7427602921427262236
1621320913267230629,A,8,51,10438,7427602921427262677
1621320913267230629,A,7.99,52,300,7427602921427050368
1621320913267230629,A,7.99,53,30,7427602921427071657
1621320913267230629,A,7.99,54,5000,7427602921427187948
1621320913267230629,A,7.99,55,4000,7427602921427202206
1621320913267230629,A,7.99,56,10,7427602921427236088
1621320913267230629,A,7.99,57,2000,7427602921427238363
1621320913267230629,A,7.99,58,10000,7427602921427238515
1621320913267230629,A,7.99,59,5000,7427602921427241477
1621320913267230629,A,7.99,60,2500,7427602921427249050
1621320913267230629,A,7.99,61,2000,7427602921427249977
1621320913267230629,A,7.99,62,4000,7427602921427191396
1621320913267230629,A,7.99,63,10000,7427602921427259340
1621320913267230629,A,7.98,64,50,7427602921427067804
1621320913267230629,A,7.98,65,15000,7427602921427071712
1621320913267230629,A,7.98,66,150,7427602921427085000
1621320913267230629,A,7.98,67,10000,7427602921427089715
1621320913267230629,A,7.98,68,10000,7427602921427145331
1621320913267230629,A,7.98,69,10000,7427602921427170060
1621320913267230629,A,7.98,70,1250,7427602921427175168
1621320913267230629,A,7.98,71,1250,7427602921427176749
1621320913267230629,A,7.98,72,250,7427602921427194653
1621320913267230629,A,7.98,73,1250,7427602921427196512
1621320913267230629,A,7.98,74,1250,7427602921427198114
1621320913267230629,A,7.98,75,4000,7427602921427201353
1621320913267230629,A,7.98,76,752,7427602921427208162
1621320913267230629,A,7.98,77,15,7427602921427235007
1621320913267230629,A,7.98,78,123,7427602921427237259
1621320913267230629,A,7.98,79,2000,7427602921427240181
1621320913267230629,A,7.98,80,10000,7427602921427256142
1621320913267230629,A,7.98,81,30000,7427602921427258677
1621320913267230629,A,7.98,82,30,7427602921427264266
1621320913267230629,A,7.97,83,25,7427602921427031154
1621320913267230629,A,7.97,84,50,7427602921427032742
1621320913267230629,A,7.97,85,18,7427602921427032766
1621320913267230629,A,7.97,86,1250,7427602921427033805
1621320913267230629,A,7.97,87,50,7427602921427043854
1621320913267230629,A,7.97,88,445,7427602921427048187
1621320913267230629,A,7.97,89,26,7427602921427048267
1621320913267230629,A,7.97,90,900,7427602921427050158
1621320913267230629,A,7.97,91,630,7427602921427050542
1621320913267230629,A,7.97,92,4,7427602921427052403
1621320913267230629,A,7.97,93,1,7427602921427059966
1621320913267230629,A,7.97,94,2,7427602921427061609
1621320913267230629,A,7.97,95,900,7427602921427062271
1621320913267230629,A,7.97,96,150,7427602921427062663
1621320913267230629,A,7.97,97,125,7427602921427063565
1621320913267230629,A,7.97,98,39,7427602921427063581
1621320913267230629,A,7.97,99,4,7427602921427063595
1621320913267230629,A,7.97,100,626,7427602921427066865
1621320913267230629,A,7.97,101,390,7427602921427068612
1621320913267230629,A,7.97,102,88,7427602921427071574
1621320913267230629,A,7.97,103,10,7427602921427072775
1621320913267230629,A,7.97,104,6,7427602921427075447
1621320913267230629,A,7.97,105,125,7427602921427078640
1621320913267230629,A,7.97,106,70,7427602921427081854
1621320913267230629,A,7.97,107,10000,7427602921427081974
1621320913267230629,A,7.97,108,1253,7427602921427086241
1621320913267230629,A,7.97,109,25,7427602921427086918
1621320913267230629,A,7.97,110,20,7427602921427089513
1621320913267230629,A,7.97,111,200,7427602921427091905
1621320913267230629,A,7.97,112,100,7427602921427094110
1621320913267230629,A,7.97,113,18,7427602921427096108
1621320913267230629,A,7.97,114,60,7427602921427097221
1621320913267230629,A,7.97,115,119,7427602921427097919
1621320913267230629,A,7.97,116,7,7427602921427098539
1621320913267230629,A,7.97,117,3000,7427602921427102139
1621320913267230629,A,7.97,118,360,7427602921427102883
1621320913267230629,A,7.97,119,22,7427602921427106229
1621320913267230629,A,7.97,120,95,7427602921427106313
1621320913267230629,A,7.97,121,11,7427602921427106736
1621320913267230629,A,7.97,122,2390,7427602921427107470
1621320913267230629,A,7.97,123,30,7427602921427107712
1621320913267230629,A,7.97,124,80,7427602921427109251
1621320913267230629,A,7.97,125,4650,7427602921427111388
